# Frequency list

# Corpus: decow16a-nano
# Query:  "[A-ZÄÖÜ][a-zäöüß]+_[a-zäöüß]+en" 68050

# Frequency limit: 0


Full nominal compound analysis	Frequency	
Video_filmen	2	
Video_aufnehmen	2	
Video_anrufen	2	
Vertrag_aussteigen	2	
Vertrag_abschließen	2	
Versteck_spielen	2	
Verlust_empfinden	2	
Verkäufer_merken	2	
Verkehr_bringen	2	
Vergleich_schießen	2	
Vergaser_einstellen	2	
Verb_loggen	2	
Verantwortung_übernehmen	2	
Ventil_abreißen	2	
Veilchen_pflücken	2	
Van_dorren	2	
Vakuum_verpacken	2	
Vakuum_bedampfen	2	
Urin_trinken	2	
Urin_ablassen	2	
Umwelt_beauftragen	2	
Ultraschall_untersuchen	2	
Uhr_gucken	2	
Tür_stehen	2	
Tür_eintreten	2	
Tässchen_nippen	2	
Turnier_fechten	2	
Turnier_fahren	2	
Turnier_erfahren	2	
Turm_kochen	2	
Turbo_tröten	2	
Turbo_geladen	2	
Tunnel_vorzelten	2	
Tunnel_denken	2	
Truthahn_schießen	2	
Tropfen_zählen	2	
Trikot_tauschen	2	
Trickfilm_zeichnen	2	
Trester_treten	2	
Treppe_hochgehen	2	
Treppe_gehen	2	
Trecker_fahren	2	
Traum_wohnen	2	
Traum_ersaufen	2	
Transport_anfragen	2	
Transfer_einahmen	2	
Trafo_brummen	2	
Tour_machen	2	
Tor_öffnen	2	
Topf_klopfen	2	
Top_zufrieden	2	
Ton_kneten	2	
Tofu_machen	2	
Tod_bereiten	2	
Tod_austreiben	2	
Tisch_tröten	2	
Tief_waten	2	
Therapie_wägen	2	
Therapie_reiten	2	
Theater_aufführen	2	
Thai_tanzen	2	
Text_vergessen	2	
Text_denken	2	
Text_ansagen	2	
Test_reiten	2	
Terror_gefangen	2	
Termin_geboren	2	
Termin_ausmachen	2	
Teppich_weben	2	
Teppich_fließen	2	
Tennis_spielen	2	
Tempo_geladen	2	
Tempo_abschätzen	2	
Temperatur_schwanken	2	
Temperatur_angleichen	2	
Telekom_eigen	2	
Telefon_läuten	2	
Telefon_abfragen	2	
Teilzeit_beschäftigen	2	
Teil_versagen	2	
Teil_geben	2	
Teil_fasten	2	
Teil_anfragen	2	
Teil_ahmen	2	
Tee_pflücken	2	
Technik_übersetzen	2	
Technik_versagen	2	
Technik_bezogen	2	
Tausch_willigen	2	
Tau_zeihen	2	
Tatsache_umsetzen	2	
Tarif_beschäftigen	2	
Tanz_erfahren	2	
Tank_waschen	2	
Tagebuch_bloggen	2	
Tag_träumen	2	
Tabak_trinken	2	
Süßwasser_kalken	2	
Süd_erhausen	2	
System_verkehren	2	
System_schießen	2	
System_hausen	2	
Sympathie_empfinden	2	
Symbol_verstehen	2	
Supermarkt_wägen	2	
Sucht_denken	2	
Stöckchen_holen	2	
Sturm_singen	2	
Struktur_bezogen	2	
Strom_versorgen	2	
Strom_fließen	2	
Strom_auffahren	2	
Stroh_verbrennen	2	
Streit_placken	2	
Streit_berufen	2	
Strecke_legen	2	
Stream_erfischen	2	
Straße_überqueren	2	
Strategie_denken	2	
Strand_reiten	2	
Strand_laufen	2	
Stoff_funktionieren	2	
Stock_springen	2	
Stock_besoffen	2	
Stille_stehen	2	
Stille_halten	2	
Stille_erleben	2	
Stier_reiten	2	
Steuer_hinterziehen	2	
Steuer_einnehmen	2	
Stern_zeigen	2	
Stern_schießen	2	
Stern_reiten	2	
Stern_geboren	2	
Stein_stücken	2	
Stecken_geblieben	2	
Staub_saugen	2	
Staub_fangen	2	
Stau_fahren	2	
Statt_gefunden	2	
Statistik_besessen	2	
Standort_gebunden	2	
Standard_ansagen	2	
Stadt_finden	2	
Stadt_aufgefallen	2	
Stadion_hüpfen	2	
Stab_rechnen	2	
Staat_machen	2	
Spur_verlassen	2	
Spur_denken	2	
Sport_bezogen	2	
Spind_saufen	2	
Spieß_baden	2	
Spieler_saufen	2	
Spiel_empfinden	2	
Spiegel_runterklappen	2	
Spiegel_klacken	2	
Spiegel_gucken	2	
Spiegel_anklappen	2	
Speed_surfen	2	
Speed_schießen	2	
Spaß_fahren	2	
Spalt_profilieren	2	
Sound_checken	2	
Sommer_eislaufen	2	
Solo_fahren	2	
Sitz_platzen	2	
Sitz_blocken	2	
Sinn_haften	2	
Sinn_geben	2	
Silber_strippen	2	
Silber_gießen	2	
Signal_geben	2	
Sicht_jagen	2	
Show_tanzen	2	
Sex_kaufen	2	
Sender_umschalten	2	
Seminar_anfragen	2	
Seil_ausgeben	2	
Segel_tanzen	2	
Segel_surfen	2	
Seele_geben	2	
See_reisen	2	
Schütze_geboren	2	
Schüler_verkehren	2	
Schädel_einschlagen	2	
Schwindel_empfinden	2	
Schweiß_rauchen	2	
Schweif_abfressen	2	
Schwanz_zucken	2	
Schwanz_schlagen	2	
Schwanz_kupieren	2	
Schwamm_werfen	2	
Schwamm_tauchen	2	
Schwall_erfragen	2	
Schwalbe_fahren	2	
Schutz_empfinden	2	
Schutt_abfahren	2	
Schuldner_anfragen	2	
Schuld_abweisen	2	
Schuh_machen	2	
Schub_landen	2	
Schub_karren	2	
Schrot_schießen	2	
Schritt_fahren	2	
Schrift_zeichnen	2	
Schreiben_müssen	2	
Schreck_einjagen	2	
Schotter_ziehen	2	
Schock_frosten	2	
Schnabel_wetzen	2	
Schnabel_kürzen	2	
Schnabel_knirschen	2	
Schmerz_zufügen	2	
Schmerz_gelen	2	
Schmalz_tollen	2	
Schlüssel_holen	2	
Schlitten_ziehen	2	
Schlitten_bauen	2	
Schleim_ansaugen	2	
Schlauch_reinigen	2	
Schlamm_baden	2	
Schlaf_überwachen	2	
Schlaf_wachen	2	
Schlaf_kriechen	2	
Schlaf_erleben	2	
Schlacke_schäumen	2	
Schilf_bewachsen	2	
Schiffchen_fahren	2	
Schiefer_tonen	2	
Schicht_röntgen	2	
Schi_springen	2	
Scherz_anrufen	2	
Schenkel_schlagen	2	
Schema_denken	2	
Schein_schnappen	2	
Schau_gießen	2	
Schatz_suchen	2	
Schatten_springen	2	
Schatten_laufen	2	
Schatten_denken	2	
Scharm_fangen	2	
Scham_erleben	2	
Schalk_hausen	2	
Schaf_blöken	2	
Schadstoff_betroffen	2	
Schadstoff_ausstoßen	2	
Schacht_abteufen	2	
Schach_spielen	2	
Schach_denken	2	
Sauerkraut_nehmen	2	
Sau_rucken	2	
Sand_waschen	2	
Sand_surfen	2	
Sand_strahlen	2	
Samba_tanzen	2	
Salz_holen	2	
Salat_waschen	2	
Saison_anfahren	2	
Sack_laufen	2	
Sack_gehen	2	
Sack_fressen	2	
Sack_bezahlen	2	
Saal_fahren	2	
Rüstung_zerreißen	2	
Rücken_werfen	2	
Rundfunk_hören	2	
Rumba_tanzen	2	
Rum_zocken	2	
Rum_zeigen	2	
Rum_theoretisieren	2	
Rum_schubsen	2	
Rum_schmusen	2	
Rum_scheuchen	2	
Rum_rühren	2	
Rum_maulen	2	
Rum_kramen	2	
Rum_kauen	2	
Rum_hängen	2	
Rum_hopsen	2	
Rum_ficken	2	
Rum_drucksen	2	
Rum_argumentieren	2	
Ruhr_hausen	2	
Rotz_grünen	2	
Ross_fechten	2	
Rollmops_hausen	2	
Rohr_versagen	2	
Rohr_schweißen	2	
Riss_prüfen	2	
Risiko_teilhaben	2	
Risiko_denken	2	
Ring_werfen	2	
Riff_kalken	2	
Revolver_schießen	2	
Retour_fahren	2	
Reporter_anfragen	2	
Reparatur_schweißen	2	
Reparatur_löten	2	
Relief_prägen	2	
Reise_bedingen	2	
Reis_schlagen	2	
Reifen_vernichten	2	
Reifen_treten	2	
Reifen_aufziehen	2	
Regel_folgen	2	
Regel_einhalten	2	
Reform_bemühen	2	
Reflex_umdrehen	2	
Reflex_kriechen	2	
Reflex_denken	2	
Realismus_empfinden	2	
Raucher_nebenräumen	2	
Rasse_denken	2	
Rasen_laufen	2	
Rand_bedingen	2	
Radio_gen	2	
Radikal_übersetzen	2	
Radi_zieren	2	
Rad_laufen	2	
Rad_drehen	2	
Purzelbaum_schlagen	2	
Psycho_grinsen	2	
Pseudo_mittreten	2	
Prozess_vorbringen	2	
Projekt_erfahren	2	
Projekt_eigen	2	
Projekt_denken	2	
Projekt_aufrufen	2	
Programm_starten	2	
Programm_machen	2	
Programm_hören	2	
Programm_beenden	2	
Profil_gleiten	2	
Profil_drehen	2	
Profi_haften	2	
Problem_anfragen	2	
Probe_wählen	2	
Probe_tauchen	2	
Probe_setzen	2	
Probe_schweißen	2	
Probe_rauchen	2	
Probe_montieren	2	
Probe_legen	2	
Probe_kleben	2	
Probe_hoeren	2	
Probe_dampfen	2	
Presse_vertreten	2	
Preis_frisieren	2	
Predigt_machen	2	
Praxis_eigen	2	
Praxis_bespielen	2	
Pranger_stehen	2	
Power_shoppen	2	
Power_halsen	2	
Potenz_rechnen	2	
Posten_stehen	2	
Post_öffnen	2	
Porno_gucken	2	
Pool_nachfuellen	2	
Polizei_anfragen	2	
Pol_zischen	2	
Plüsch_hausen	2	
Plüsch_bezogen	2	
Playback_singen	2	
Plattform_übergreifen	2	
Platin_umketten	2	
Plan_zeichnen	2	
Pizza_fahren	2	
Pizza_bestellen	2	
Pinsel_auswaschen	2	
Pinguin_schieben	2	
Pimmel_fechten	2	
Pille_absetzen	2	
Pfeil_schäften	2	
Pfahl_schnitzen	2	
Pensum_denken	2	
Pension_erboxen	2	
Pendel_betroffen	2	
Pasta_kochen	2	
Pass_fahren	2	
Party_tanzen	2	
Partei_denken	2	
Park_anlangen	2	
Papier_gebunden	2	
Papier_einlegen	2	
Papier_bohren	2	
Pantoffel_werfen	2	
Paket_bauen	2	
Paket_abholen	2	
Paar_tanzen	2	
Paar_reiten	2	
Otto_hausen	2	
Ost_hoffen	2	
Ost_ersingen	2	
Orgel_schlagen	2	
Orchester_musizieren	2	
Opium_rauchen	2	
Opfer_schießen	2	
Opfer_erleben	2	
Opfer_denken	2	
Ohr_laufen	2	
Ohr_bluten	2	
Näher_zoomen	2	
Nutz_erraten	2	
Nudel_kochen	2	
Norweger_züchten	2	
Nistkasten_bauen	2	
Nichts_machen	2	
Nichts_denken	2	
Nichtraucher_willigen	2	
Neutrino_heizen	2	
Netzwerk_spielen	2	
Netzwerk_laufen	2	
Netz_einholen	2	
Netz_betreiben	2	
Nebeneinander_wohnen	2	
Nebel_wirken	2	
Nazi_gedenken	2	
Natur_wachsen	2	
Nagel_schlagen	2	
Nagel_kauen	2	
Nagel_beißen	2	
Nadel_setzen	2	
Nacht_springen	2	
Nacht_schweißen	2	
Müll_tauchen	2	
Müll_fressen	2	
Möbel_schieben	2	
Mutter_ficken	2	
Muster_gefangen	2	
Muskel_ticken	2	
Muskel_brennen	2	
Musik_zieren	2	
Musik_umsetzen	2	
Musik_hoeren	2	
Musik_besessen	2	
Mund_öffnen	2	
Mund_totmachen	2	
Mund_blasen	2	
Mund_absehen	2	
Motorrad_springen	2	
Motorrad_bauen	2	
Motor_zerlegen	2	
Motor_waschen	2	
Motor_laufen	2	
Motor_klopfen	2	
Motor_haben	2	
Motivator_nachjustieren	2	
Motiv_wägen	2	
Mosaik_legen	2	
Monster_züchten	2	
Monopol_gebaren	2	
Mond_gucken	2	
Moment_versagen	2	
Mohn_hausen	2	
Mofa_fahren	2	
Moder_hausen	2	
Modellbau_erleben	2	
Modell_fliegen	2	
Mittel_muhen	2	
Mittag_läuten	2	
Mitleid_erregen	2	
Miteinander_reden	2	
Miteinander_denken	2	
Mist_häufen	2	
Mission_bezogen	2	
Miss_matchen	2	
Mineral_bestimmen	2	
Militär_gefangen	2	
Milch_hausen	2	
Mikro_gelen	2	
Mikro_bloggen	2	
Metall_schrotten	2	
Metall_punzen	2	
Messing_brennen	2	
Messer_wetzen	2	
Messer_schmieden	2	
Messer_machen	2	
Menü_unterpunkten	2	
Mensur_fechten	2	
Meister_singen	2	
Maß_anfertigen	2	
Maus_überfahren	2	
Maus_bewegen	2	
Mate_trinken	2	
Masse_brummen	2	
Markt_halten	2	
Markt_forschen	2	
Markt_denken	2	
Markt_bestehen	2	
Markt_beobachten	2	
Mark_scheiden	2	
Marihuana_rauchen	2	
Mango_pflücken	2	
Mangel_erscheinen	2	
Mangel_empfinden	2	
Manager_versagen	2	
Manager_denken	2	
Management_denken	2	
Mammut_unterfangen	2	
Mal_gucken	2	
Mais_schälen	2	
Mail_versenden	2	
Mai_einsingen	2	
Magie_wirken	2	
Magie_verbannen	2	
Magen_grollen	2	
Macho_gebaren	2	
Lüfter_surren	2	
Lust_töten	2	
Lust_erleben	2	
Luft_verdrängen	2	
Luft_trocken	2	
Luft_tanken	2	
Luft_sprengen	2	
Luft_machen	2	
Luft_bändigen	2	
Luft_ansaugen	2	
Luft_abschlucken	2	
Luft_absaugen	2	
Los_surfen	2	
Los_flanschen	2	
Lohe_schälen	2	
Loch_bohren	2	
Literatur_angeben	2	
Liga_gedenken	2	
Liebhaber_musizieren	2	
Licht_ziehen	2	
Licht_schalten	2	
Licht_machen	2	
Licht_empfinden	2	
Licht_einschalten	2	
Licht_anzünden	2	
Licht_anmachen	2	
Lernen_wollen	2	
Lenker_einstellen	2	
Leiter_wägen	2	
Leinen_laufen	2	
Leine_rucken	2	
Leid_zufügen	2	
Leid_ersparen	2	
Leid_erfehlen	2	
Leid_empfinden	2	
Lego_bauen	2	
Leerlauf_einlegen	2	
Leder_bezogen	2	
Lebkuchen_backen	2	
Leben_erwecken	2	
Last_heben	2	
Laser_fügen	2	
Langzeit_testen	2	
Langzeit_gefangen	2	
Langeweile_fressen	2	
Land_pachten	2	
Land_bezogen	2	
Lage_empfinden	2	
Lader_pfeifen	2	
Labyrinth_erlisten	2	
