# Frequency list

# Corpus: decow16a-nano
# Query:  "[A-ZÄÖÜ][a-zäöüß]+_\+=?[a-z]+_[a-zäöüß]+en" 20020

# Frequency limit: 0


Full nominal compound analysis	Frequency	
Quittung_+s_blinken	1	
Quelle_+n_unterschlagen	1	
Quelle_+n_bezogen	1	
Quartal_+s_trinken	1	
Quartal_+s_saufen	1	
Quartal_+s_irren	1	
Quartal_+s_anschreiben	1	
Quant_+en_rechnen	1	
Quant_+en_heilen	1	
Qualität_+s_untergrenzen	1	
Qualität_+s_einbüßen	1	
Qualität_+s_anfragen	1	
Qualifikation_+s_schießen	1	
Quadrat_+e_punktieren	1	
Pyramide_+n_bauen	1	
Pute_+n_schnitzen	1	
Purzelbaum_+=e_schlagen	1	
Puppe_+n_anhäufen	1	
Punkt_+e_teilen	1	
Punkt_+e_schubsen	1	
Punkt_+e_pushen	1	
Punkt_+e_jagen	1	
Punkt_+e_holen	1	
Punkt_+e_geilen	1	
Punkt_+e_erzielen	1	
Pumpe_+n_radfahren	1	
Pumpe_+n_jaulen	1	
Pumpe_+n_betrieben	1	
Pumpe_+n_ablegen	1	
Pulver_+s_beschichten	1	
Pubertät_+s_gebaren	1	
Prüfung_+s_versagen	1	
Prüfung_+s_schießen	1	
Prüfung_+s_reiten	1	
Präzision_+s_schweißen	1	
Präzision_+s_beschichten	1	
Prävention_+s_denken	1	
Präsentation_+en_zusammenfassen	1	
Prozent_+e_sinken	1	
Provision_+s_begehren	1	
Prototyp_+en_testen	1	
Proportion_+s_empfinden	1	
Prolet_+en_haften	1	
Projekt_+e_voranzutreiben	1	
Projekt_+e_machen	1	
Projekt_+e_durchzuführen	1	
Programm_+e_sortieren	1	
Profit_+s_streben	1	
Profilierung_+s_denken	1	
Produktivität_+s_beeinträchtigen	1	
Produktion_+s_anlangen	1	
Problem_+e_wälzen	1	
Problem_+e_lösen	1	
Probe_+n_versenden	1	
Probe_+n_fahren	1	
Pritsche_+n_aufbauen	1	
Priorität_+s_empfinden	1	
Priorität_+en_setzen	1	
Praline_+n_schachten	1	
Praline_+n_machen	1	
Praktikum_+s_anfragen	1	
Posse_+n_reißen	1	
Position_+s_finden	1	
Position_+s_abstoßen	1	
Pose_+n_haften	1	
Posaune_+n_blasen	1	
Porno_+s_gucken	1	
Pore_+n_bilden	1	
Polizist_+en_bestechen	1	
Polarisierung_+s_denken	1	
Pokal_+e_einahmen	1	
Pointe_+n_pflücken	1	
Plausibilität_+s_empfinden	1	
Platzierung_+s_matchen	1	
Platte_+n_werfen	1	
Platte_+n_vertauschen	1	
Platte_+n_versagen	1	
Platte_+n_mischen	1	
Platte_+n_machen	1	
Platte_+n_laufen	1	
Platte_+n_kramen	1	
Platte_+n_kaufen	1	
Platte_+n_bauen	1	
Platine_+n_löten	1	
Platine_+n_bohren	1	
Planung_+s_gebaren	1	
Planung_+s_denken	1	
Planung_+s_bezogen	1	
Planung_+s_betroffen	1	
Planung_+s_bemühen	1	
Planke_+n_knallen	1	
Planet_+en_vernichten	1	
Planet_+en_scannen	1	
Planet_+en_nahen	1	
Plan_+=e_schmieden	1	
Plakette_+n_entfernen	1	
Plagiat_+s_hausen	1	
Pistole_+n_gürten	1	
Piste_+n_präparieren	1	
Piste_+n_gehen	1	
Piste_+n_betreiben	1	
Pirat_+en_killen	1	
Pirat_+en_jagen	1	
Pinzette_+n_zupfen	1	
Pinne_+n_festhalten	1	
Pinie_+n_bewachsen	1	
Pilz_+e_pflücken	1	
Pilz_+e_finden	1	
Pilz_+e_durchsuchen	1	
Pille_+n_nehmen	1	
Pille_+n_drehen	1	
Pietät_+s_empfinden	1	
Phrase_+n_abfragen	1	
Phase_+n_verschoben	1	
Phase_+n_bezogen	1	
Pfütze_+n_springen	1	
Pfütze_+n_hausen	1	
Pfändung_+s_ersuchen	1	
Pfründe_+n_denken	1	
Pfote_+n_zucken	1	
Pfote_+n_vertreten	1	
Pfote_+n_reinigen	1	
Pfote_+n_puhlen	1	
Pfote_+n_lecken	1	
Pfote_+n_heben	1	
Pfote_+n_beißen	1	
Pflicht_+en_erfüllen	1	
Pflaume_+n_kucken	1	
Pflanze_+n_verschneiden	1	
Pflanze_+n_vermehren	1	
Pflanze_+n_topfen	1	
Pflanze_+n_setzen	1	
Pflanze_+n_saugen	1	
Pflanze_+n_färben	1	
Pflanze_+n_bilden	1	
Pflanze_+n_auslichten	1	
Pferd_+e_zureiten	1	
Pferd_+e_ziehen	1	
Pferd_+e_wägen	1	
Pferd_+e_wiegen	1	
Pferd_+e_waschen	1	
Pferd_+e_prusten	1	
Pferd_+e_hüpfen	1	
Pferd_+e_haben	1	
Pferd_+e_grinsen	1	
Pferd_+e_erfahren	1	
Pferd_+e_dressieren	1	
Pferd_+e_besitzen	1	
Pferd_+e_besessen	1	
Pferd_+e_beschlagen	1	
Pferd_+e_ausladen	1	
Pfeil_+e_werfen	1	
Pfeife_+n_laufen	1	
Pfeife_+n_bauen	1	
Pfanne_+n_schwenken	1	
Pfanne_+n_gebacken	1	
Perücke_+n_machen	1	
Perzeption_+s_erleben	1	
Persönlichkeit_+en_auszuzeichnen	1	
Perspektive_+n_zeichnen	1	
Person_+en_übergeben	1	
Person_+en_stellen	1	
Person_+en_löschen	1	
Person_+en_getragen	1	
Person_+en_empfehlen	1	
Person_+en_aufnehmen	1	
Person_+en_auffinden	1	
Perle_+n_wachsen	1	
Perle_+n_picken	1	
Perle_+n_machen	1	
Perkussion_+s_bohren	1	
Peitsche_+n_bauen	1	
Pause_+n_einlegen	1	
Pause_+n_brechen	1	
Patrouille_+n_springen	1	
Patient_+en_waschen	1	
Patient_+en_verschulden	1	
Patient_+en_verfügen	1	
Patient_+en_erhalten	1	
Patient_+en_benutzen	1	
Patience_+n_legen	1	
Pate_+n_haften	1	
Pate_+n_bitten	1	
Passiv_+s_rauchen	1	
Passion_+s_erleben	1	
Pass_+=e_heizen	1	
Pass_+=e_brennen	1	
Parzelle_+n_denken	1	
Partnerschaft_+s_bezogen	1	
Partei_+en_versagen	1	
Partei_+en_verdrossen	1	
Parallele_+n_ziehen	1	
Pappe_+n_kleben	1	
Papagei_+en_schießen	1	
Palme_+n_tragen	1	
Palme_+n_bewachsen	1	
Palme_+n_besteigen	1	
Palette_+n_entladen	1	
Paket_+e_abholen	1	
Packung_+s_angeben	1	
Paarung_+s_gebaren	1	
Ovulation_+s_testen	1	
Ortschaft_+s_durchfahren	1	
Ort_+s_vertrieben	1	
Ort_+s_bestehen	1	
Ort_+s_angeben	1	
Orientierung_+s_hören	1	
Orgie_+n_haften	1	
Organisation_+s_bezogen	1	
Ordnung_+s_streben	1	
Ordnung_+s_amten	1	
Orden_+s_landen	1	
Orden_+s_gefangen	1	
Orange_+n_aussehen	1	
Option_+s_erfahren	1	
Option_+s_bausparen	1	
Option_+s_anlegen	1	
Opposition_+s_gebaren	1	
Opposition_+s_denken	1	
Oper_+n_singen	1	
Oper_+n_komponieren	1	
Oper_+n_dirigieren	1	
Olive_+n_züchten	1	
Ohr_+en_zuschließen	1	
Ohr_+en_zusammenziehen	1	
Ohr_+en_zupfen	1	
Ohr_+en_reißen	1	
Ohr_+en_lecken	1	
Ohr_+en_kraulen	1	
Ohr_+en_kneten	1	
Ohr_+en_knautschen	1	
Ohr_+en_kleben	1	
Ohr_+en_fransen	1	
Ohr_+en_durchlüften	1	
Ohr_+en_dröhnen	1	
Ohr_+en_aufstellen	1	
Offenbarung_+s_denken	1	
Ochse_+n_ziehen	1	
Ochse_+n_wägen	1	
Ochse_+n_brüllen	1	
Objekt_+e_begreifen	1	
Oberfläche_+n_beschichten	1	
Näherung_+s_rechnen	1	
Nähe_+n_lassen	1	
Nymphe_+n_fischen	1	
Nutzung_+s_verzichten	1	
Nutzung_+s_verwalten	1	
Nut_+en_ziehen	1	
Notiz_+en_machen	1	
Note_+n_machen	1	
Note_+n_geben	1	
Note_+n_eingeben	1	
Note_+n_baken	1	
Normung_+s_übereinkommen	1	
Normativität_+s_denken	1	
Normalo_+s_knipsen	1	
Normalität_+s_empfinden	1	
Normalität_+s_denken	1	
Normalität_+s_begehren	1	
Norm_+en_denken	1	
Niete_+n_zählen	1	
Niere_+n_bluten	1	
Niederlassung_+s_anfragen	1	
Niederlage_+n_denken	1	
Neugründung_+s_schießen	1	
Nerv_+en_versagen	1	
Nerv_+en_fortsetzen	1	
Nerv_+en_empfinden	1	
Nematode_+n_nehmen	1	
Nebenwirkung_+en_auswerten	1	
Navigation_+s_baken	1	
Navigation_+s_anfragen	1	
Nase_+n_umdrehen	1	
Nase_+n_schieben	1	
Nase_+n_richten	1	
Nase_+n_kneifen	1	
Nase_+n_heben	1	
Name_+ns_nebenformen	1	
Name_+ns_geben	1	
Name_+ns_finden	1	
Name_+ns_ansagen	1	
Name_+ns_angeben	1	
Name_+n_zerreißen	1	
Name_+n_verwechslen	1	
Name_+n_tanzen	1	
Name_+n_merken	1	
Name_+n_finden	1	
Name_+n_bevorzugen	1	
Naivling_+s_grinsen	1	
Nadel_+n_klauben	1	
Nadel_+n_holen	1	
Nachzug_+s_begehren	1	
Nachricht_+en_senden	1	
Nachricht_+en_bezogen	1	
Nachricht_+en_beitragen	1	
Nachricht_+en_austauschen	1	
Nachreinigung_+s_erbitten	1	
Nachmittag_+s_schlafen	1	
Nachhaltigkeit_+s_denken	1	
Nachbarschaft_+s_wohnen	1	
Nachbarschaft_+s_singen	1	
Mütze_+n_sticken	1	
Mütze_+n_abnehmen	1	
Münze_+n_tauchen	1	
Mühle_+n_bauen	1	
Müdigkeit_+s_empfinden	1	
Möwe_+n_zuschauen	1	
Möwe_+n_schießen	1	
Möwe_+n_jagen	1	
Möhre_+n_schälen	1	
Möhre_+n_haben	1	
Möglichkeit_+s_zuhören	1	
Möglichkeit_+en_mithelfen	1	
Muße_+n_hausen	1	
Muster_+n_stehen	1	
Muskete_+n_schießen	1	
Musikant_+en_kochen	1	
Museum_+s_machen	1	
Motte_+n_zerfressen	1	
Motor_+s_umgehen	1	
Motor_+en_schnurren	1	
Motor_+en_machen	1	
Motor_+en_heulen	1	
Motor_+en_herstellen	1	
Motor_+en_bauen	1	
Moritat_+en_singen	1	
Monopol_+e_wanken	1	
Monat_+s_schießen	1	
Monat_+e_vorgesehen	1	
Monade_+n_haften	1	
Modernität_+s_denken	1	
Modell_+e_besitzen	1	
Model_+s_hausen	1	
Mobilfunk_+s_vorliegen	1	
Mitternacht_+s_shoppen	1	
Mitternacht_+s_läuten	1	
Mitternacht_+s_joggen	1	
Mitternacht_+s_baden	1	
Mittelschicht_+s_denken	1	
Mitte_+n_hausen	1	
Mitmensch_+en_begrüßen	1	
Mitleid_+s_bekunden	1	
Mitglied_+s_ersuchen	1	
Mitglied_+er_bezogen	1	
Mitarbeit_+s_bereiten	1	
Mission_+s_bauen	1	
Mischung_+s_rechnen	1	
Mischling_+s_vermehren	1	
Minute_+n_straffen	1	
Minute_+n_schmoren	1	
Minute_+n_garen	1	
Miniatur_+en_bezogen	1	
Mine_+n_suchen	1	
Minderwertigkeit_+s_erleben	1	
Minderwertigkeit_+s_empfinden	1	
Minderung_+s_begehren	1	
Millennium_+s_denken	1	
Milbe_+n_ertränken	1	
Milbe_+n_auszählen	1	
Mikrowelle_+n_kochen	1	
Mikrowelle_+n_hören	1	
Migration_+s_unterfangen	1	
Methode_+n_gebunden	1	
Methode_+n_erleben	1	
Merkmal_+s_vergleichen	1	
Menschenrecht_+s_entgegenkommen	1	
Menschenrecht_+s_bezogen	1	
Mensch_+en_züchten	1	
Mensch_+en_zählen	1	
Mensch_+en_zeichnen	1	
Mensch_+en_verächten	1	
Mensch_+en_unterscheiden	1	
Mensch_+en_schnappen	1	
Mensch_+en_rauben	1	
Mensch_+en_morden	1	
Mensch_+en_fischen	1	
Mensch_+en_ertrinken	1	
Mensch_+en_erkalten	1	
Mensch_+en_bringen	1	
Mensch_+en_aufblühen	1	
Mensch_+en_ansprechen	1	
Menge_+n_bezeichnen	1	
Menge_+n_angeben	1	
Meisterschaft_+s_schießen	1	
Meister_+s_haften	1	
Meinung_+s_verschieden	1	
Meinung_+s_bekunden	1	
Meinung_+s_aufzwingen	1	
Meinung_+s_abfragen	1	
Meiner_+s_erachten	1	
Meile_+n_laufen	1	
Meile_+n_langen	1	
Mehrheit_+s_beteiligen	1	
Meditation_+s_erfahren	1	
Medaille_+n_zählen	1	
Medaille_+n_punzen	1	
Medaille_+n_prägen	1	
Maßstab_+s_denken	1	
Maßnahme_+n_vorschlagen	1	
Maßnahme_+n_machen	1	
Maßnahme_+n_anzuknüpfen	1	
Maus_+=e_quieken	1	
Maus_+=e_piepsen	1	
Maus_+=e_jagen	1	
Matte_+n_schwenken	1	
Masse_+n_versenden	1	
Masse_+n_verschwinden	1	
Masse_+n_verlassen	1	
Masse_+n_vergewaltigen	1	
Masse_+n_umarmen	1	
Masse_+n_toben	1	
Masse_+n_spenden	1	
Masse_+n_schachten	1	
Masse_+n_morden	1	
Masse_+n_kloppen	1	
Masse_+n_kalken	1	
Masse_+n_bloggen	1	
Masse_+n_bauen	1	
Masse_+n_aufrufen	1	
Masse_+n_anfertigen	1	
Masse_+n_amnestieren	1	
Masse_+n_abstürzen	1	
Masse_+n_abschlachten	1	
Maske_+n_schweißen	1	
Maske_+n_schnitzen	1	
Maske_+n_bilden	1	
Maschine_+n_übersetzen	1	
Maschine_+n_waschen	1	
Maschine_+n_versagen	1	
Maschine_+n_stürmen	1	
Maschine_+n_sehen	1	
Masche_+n_zählen	1	
Martin_+s_reiten	1	
Martin_+s_laufen	1	
Marmelade_+n_grinsen	1	
Markung_+s_denken	1	
Marker_+s_hausen	1	
Marke_+n_kleben	1	
Marke_+n_jagen	1	
Marke_+n_herstellen	1	
Marke_+n_getrieben	1	
Marke_+n_gestalten	1	
Marionette_+n_strippen	1	
Mappe_+n_nachgucken	1	
Mannschaft_+s_wägen	1	
Mannschaft_+s_werfen	1	
Mannschaft_+s_mähen	1	
Mannschaft_+s_bewerben	1	
Mann_+s_gedenken	1	
Mann_+=er_wollen	1	
Mann_+=er_singen	1	
Mann_+=er_grunzen	1	
Mann_+=er_gedenken	1	
Mann_+=er_besessen	1	
Mann_+=er_beauftragen	1	
Mandat_+s_bezogen	1	
Mandat_+s_anfragen	1	
Mandant_+en_begehren	1	
Mal_+e_erleben	1	
Makrele_+n_fangen	1	
Mahlzeit_+en_einladen	1	
Mahlzeit_+en_bezogen	1	
Maeus_+e_melken	1	
Macht_+=e_bändigen	1	
Machbarkeit_+s_denken	1	
Lüftung_+s_anlangen	1	
Lücke_+n_lassen	1	
Löwe_+n_brüllen	1	
Lösung_+s_vorschlagen	1	
Lösung_+s_erleben	1	
Lösung_+s_ansetzen	1	
Läuterung_+s_denken	1	
Lunge_+n_roentgen	1	
Luftfahrt_+s_bestimmen	1	
Ludwig_+s_gedenken	1	
Loyalität_+s_empfinden	1	
Los_+e_anlegen	1	
Locke_+n_stylen	1	
Loch_+=er_zählen	1	
Liste_+n_erzahlen	1	
Liste_+n_erstellen	1	
Liste_+n_ausdrucken	1	
Liste_+n_aufbauen	1	
Liquidität_+s_versorgen	1	
Lippe_+n_schmatzen	1	
Lippe_+n_bewegen	1	
Lippe_+n_berühren	1	
Lippe_+n_beißen	1	
Linse_+n_tragen	1	
Linse_+n_pulen	1	
Linie_+n_zeichnen	1	
Linie_+n_fahren	1	
Linie_+n_aussehen	1	
Limone_+n_schnitzen	1	
Limette_+n_schnitzen	1	
Liegenschaft_+s_bezogen	1	
Lieferung_+s_ersuchen	1	
Lieferant_+en_anschreiben	1	
Lied_+er_erraten	1	
Liebe_+s_wallen	1	
Liebe_+s_trunken	1	
Liebe_+s_suchen	1	
Liebe_+s_flehen	1	
Liebe_+s_bekunden	1	
Liebe_+s_begehren	1	
Licht_+er_überladen	1	
Licht_+er_zünden	1	
Licht_+er_ineinanderfließen	1	
Licht_+er_flirren	1	
Licht_+er_entzünden	1	
Level_+s_haben	1	
Lerche_+n_singen	1	
Lenkung_+s_schlagen	1	
Lektion_+s_bezogen	1	
Leitung_+s_verlegen	1	
Leitung_+s_prüfen	1	
Leitung_+s_legen	1	
Leitung_+s_denken	1	
Leitung_+s_aufgeben	1	
Leitung_+s_anzapfen	1	
Leitung_+s_abreiten	1	
Leistung_+s_überprüfen	1	
Leistung_+s_streuen	1	
Leistung_+s_streben	1	
Leistung_+s_optimieren	1	
Leistung_+s_melken	1	
Leistung_+s_gemessen	1	
Leistung_+s_erbringen	1	
Leistung_+s_empfinden	1	
Leistung_+s_berechtigen	1	
Leistung_+s_angeben	1	
Leistung_+s_anfragen	1	
Leiste_+n_ziehen	1	
Leiste_+n_schnitzen	1	
Leiste_+n_müssen	1	
Leiden_+s_empfinden	1	
Leiden_+s_auslöschen	1	
Leiche_+n_zählen	1	
Leiche_+n_wägen	1	
Leiche_+n_verschwinden	1	
Leiche_+n_fressen	1	
Lehrling_+s_ziehen	1	
Lehrgang_+s_teilnehmen	1	
Lehrgang_+s_kosen	1	
Lehre_+n_bohren	1	
Lehramt_+s_studieren	1	
Legitimation_+s_begehren	1	
Legende_+n_haften	1	
Leben_+s_wirken	1	
Leben_+s_willigen	1	
Leben_+s_spenden	1	
Leben_+s_raumbezogen	1	
Leben_+s_laufen	1	
Leben_+s_hasten	1	
Leben_+s_gefährden	1	
Leben_+s_erhalten	1	
Leben_+s_erblühen	1	
Leben_+s_denken	1	
Lawine_+n_sprengen	1	
Lautheit_+s_empfinden	1	
Laus_+=e_einfangen	1	
Laus_+=e_absuchen	1	
Lauge_+n_übertragen	1	
Latte_+n_touchieren	1	
Latte_+n_krachen	1	
Latte_+n_horchen	1	
Latrine_+n_reinigen	1	
Laterne_+n_zählen	1	
Laterne_+n_mästen	1	
Last_+en_tragen	1	
Last_+en_schleppen	1	
Larve_+n_erzeugen	1	
Lanze_+n_stoßen	1	
Landtag_+s_ausschreiben	1	
Landschaft_+s_gebunden	1	
Landschaft_+s_bezogen	1	
Land_+s_haften	1	
Lampe_+n_umschrauben	1	
Lampe_+n_blinken	1	
Laie_+n_darstellen	1	
Lache_+n_machen	1	
Küche_+n_wirken	1	
Küche_+n_reinigen	1	
Körperschaft_+s_erleben	1	
Körper_+s_haften	1	
König_+s_gedenken	1	
König_+s_fischen	1	
Kutsche_+n_machen	1	
Kurve_+n_wetzen	1	
Kurve_+n_swingen	1	
Kurve_+n_surfen	1	
Kurve_+n_sinken	1	
Kurve_+n_nagen	1	
Kurve_+n_hineinbremsen	1	
Kurve_+n_fressen	1	
Kurve_+n_bohren	1	
Kupplung_+s_zerknirschen	1	
Kupplung_+s_schwirren	1	
Kupplung_+s_quietschen	1	
Kunde_+n_präsentieren	1	
Kunde_+n_markieren	1	
Kunde_+n_jagen	1	
Kunde_+n_gebunden	1	
Kunde_+n_erleben	1	
Kunde_+n_denken	1	
Kultur_+en_kennen	1	
Kulisse_+n_wägen	1	
Kulisse_+n_verschieben	1	
Kulisse_+n_umräumen	1	
Kuh_+=e_schlachten	1	
Kuh_+=e_angucken	1	
Kugel_+n_vorlachen	1	
Kufe_+n_flitzen	1	
Kueh_+e_melken	1	
Kuckuck_+s_schießen	1	
Kröte_+n_retten	1	
Kröte_+n_kaufen	1	
Krähe_+n_zählen	1	
Krähe_+n_krächzen	1	
Kruste_+n_abreiben	1	
Krise_+n_denken	1	
Krise_+n_anbahnen	1	
Krippe_+n_laufen	1	
Krieg_+s_überleben	1	
Krieg_+s_zeigen	1	
Krieg_+s_wüten	1	
Krieg_+s_verstehen	1	
Krieg_+s_verschulden	1	
Krieg_+s_verschollen	1	
Krieg_+s_schießen	1	
Krieg_+s_grünen	1	
Krieg_+s_genügen	1	
Krieg_+s_gebaren	1	
Krieg_+s_erfahren	1	
Krieg_+s_entlassen	1	
Krieg_+s_bereiten	1	
Kreuz_+e_zählen	1	
Krem_+s_erfahren	1	
Kreis_+e_drehen	1	
Krebs_+e_kochen	1	
Kraut_+=er_weihen	1	
Kraut_+=er_setzen	1	
Kraut_+=er_pflücken	1	
Kraut_+=er_bewachsen	1	
Kranz_+=e_binden	1	
Krankheit_+s_heilen	1	
Krankheit_+s_empfinden	1	
Krankheit_+s_begreifen	1	
Kralle_+n_ziehen	1	
Kralle_+n_schneiden	1	
Kralle_+n_entfernen	1	
Krabbe_+n_schälen	1	
Krabbe_+n_puhlen	1	
Krabbe_+n_fangen	1	
Kosmetik_+a_verschwinden	1	
Korn_+=er_fressen	1	
Koralle_+n_überwachsen	1	
Koralle_+n_abweiden	1	
Kopf_+=e_abschlagen	1	
Koordinate_+n_finden	1	
Koordinate_+n_abfragen	1	
Kooperation_+s_denken	1	
Konzession_+s_begehren	1	
Konzert_+e_geben	1	
Konzern_+e_kontrollieren	1	
Konzentration_+s_angeben	1	
Konversion_+s_denken	1	
Konvektion_+s_löten	1	
Kontur_+en_zeichnen	1	
Kontinuität_+s_denken	1	
Kontakt_+e_anbahnen	1	
Konspiration_+s_denken	1	
Konsole_+n_herstellen	1	
Konkurrent_+en_durchsetzen	1	
Konfrontation_+s_denken	1	
Konfession_+s_gleichen	1	
Konfession_+s_gebunden	1	
Kondition_+s_schinden	1	
Kondition_+s_malochen	1	
Komposition_+s_denken	1	
Komponente_+n_testen	1	
Komplize_+n_haften	1	
Kompensation_+s_bemühen	1	
Kommunikation_+s_versagen	1	
Kommunikation_+s_bemühen	1	
Kombination_+s_säen	1	
Kolonne_+n_springen	1	
Kolonne_+n_fahren	1	
Koje_+n_beziehen	1	
Kohle_+n_löschen	1	
Kohle_+n_hausen	1	
Koalition_+s_übereinkommen	1	
Knospe_+n_springen	1	
Knospe_+n_schwellen	1	
Knopf_+=e_drücken	1	
Knolle_+n_verteilen	1	
Kneipe_+n_weggehen	1	
Kneipe_+n_gucken	1	
Knappschaft_+s_denken	1	
Klinke_+n_putzen	1	
Klingel_+n_lassen	1	
Klinge_+n_heben	1	
Klinge_+n_fangen	1	
Kleinheit_+s_empfinden	1	
Kleid_+er_überziehen	1	
Kleid_+er_zerreißen	1	
Kleid_+er_trocknen	1	
Kleid_+er_shoppen	1	
Kleid_+er_machen	1	
Kleid_+er_anlegen	1	
Klaue_+n_baden	1	
Klaue_+n_aussehen	1	
Klassifizierung_+s_schießen	1	
Klasse_+n_verbringen	1	
Klasse_+n_springen	1	
Klasse_+n_singen	1	
Klasse_+n_laufen	1	
Klasse_+n_gleichen	1	
Klasse_+n_gebunden	1	
Klasse_+n_fahren	1	
Klasse_+n_erhalten	1	
Klappe_+n_texten	1	
Klamotte_+n_trocknen	1	
Klamotte_+n_designen	1	
Klamotte_+n_baden	1	
Klage_+n_furzen	1	
Kiste_+n_transportieren	1	
Kiste_+n_schieben	1	
Kirsche_+n_verkaufen	1	
Kirsche_+n_holen	1	
Kirche_+n_vorstehen	1	
Kirche_+n_schwinden	1	
Kirche_+n_schmücken	1	
Kirche_+n_malen	1	
Kirche_+n_gucken	1	
Kirche_+n_geschworen	1	
Kirche_+n_gehen	1	
Kirche_+n_gebunden	1	
Kirche_+n_denken	1	
Kirche_+n_bezogen	1	
Kirche_+n_begehren	1	
Kirche_+n_anzünden	1	
Kippe_+n_holen	1	
Kindheit_+s_erfahren	1	
Kindheit_+s_empfinden	1	
Kind_+er_wohnen	1	
Kind_+er_toben	1	
Kind_+er_schänden	1	
Kind_+er_schmollen	1	
Kind_+er_radfahren	1	
Kind_+er_krakeelen	1	
Kind_+er_johlen	1	
Kind_+er_jauchzen	1	
Kind_+er_gebären	1	
Kind_+er_fressen	1	
Kind_+er_fangen	1	
Kind_+er_durchmachen	1	
Kind_+er_bezogen	1	
Kind_+er_aussetzen	1	
Kind_+er_aufziehen	1	
Kind_+er_aufpassen	1	
Kind_+er_ansagen	1	
Kind_+er_abschieben	1	
Kiefer_+n_bewachsen	1	
Keule_+n_werfen	1	
Kette_+n_sägen	1	
Kette_+n_springen	1	
Kette_+n_hüpfen	1	
Kette_+n_häufen	1	
Kette_+n_hantieren	1	
Kette_+n_gefangen	1	
Kette_+n_fräsen	1	
Kette_+n_fahren	1	
Kette_+n_angetrieben	1	
Kerze_+n_wachsen	1	
Kerze_+n_bemalen	1	
Kerze_+n_beladen	1	
Kerze_+n_auslöschen	1	
Kerze_+n_anmachen	1	
Kennzeichnung_+s_berechtigen	1	
Keks_+e_kaufen	1	
Kehre_+n_fahren	1	
Kavalier_+s_denken	1	
Kaufmann_+s_denken	1	
Katze_+n_zuschlagen	1	
Katze_+n_zerhacken	1	
Katze_+n_töten	1	
Katze_+n_treten	1	
Katze_+n_tapsen	1	
Katze_+n_schießen	1	
Katze_+n_retten	1	
Katze_+n_müssen	1	
Katze_+n_miauen	1	
Katze_+n_kraulen	1	
Katze_+n_jagen	1	
Katze_+n_grinsen	1	
Katze_+n_besitzen	1	
Katze_+n_besessen	1	
Katze_+n_beschmieren	1	
Kategorie_+n_denken	1	
Katastrophe_+n_hereinzubrechen	1	
Katastrophe_+n_denken	1	
Kastanie_+n_zählen	1	
Kasse_+n_anfragen	1	
Kaserne_+n_haften	1	
Kartusche_+n_reinigen	1	
Kartonage_+n_kleben	1	
Karte_+n_verschicken	1	
Karte_+n_springen	1	
Karte_+n_sehen	1	
Karte_+n_scrollen	1	
Karte_+n_schlagen	1	
Karte_+n_lesen	1	
Karte_+n_kopieren	1	
Karte_+n_deuten	1	
Karte_+n_bestellen	1	
Karte_+n_ausgeben	1	
Karte_+n_aufschlagen	1	
Karte_+n_aufdecken	1	
Karte_+n_abholen	1	
Kargheit_+s_denken	1	
Karfreitag_+s_ratschen	1	
Karfreitag_+s_heulen	1	
Kappe_+n_verbiegen	1	
Kapitulation_+s_gefangen	1	
Kanton_+s_eigen	1	
Kanton_+s_bezogen	1	
Kante_+n_verrunden	1	
Kante_+n_glätten	1	
Kante_+n_anleimen	1	
Kanone_+n_segnen	1	
Kandidat_+en_matchen	1	
Kampagne_+n_haften	1	
Kameradschaft_+s_schießen	1	
Kamera_+s_haben	1	
Kalorie_+n_rechnen	1	
Kabine_+n_expressen	1	
Jungfer_+n_retten	1	
Jude_+n_schießen	1	
Jubiläum_+s_läuten	1	
Jubiläum_+s_bestehen	1	
Jahrgang_+s_schießen	1	
Jahr_+e_verbringen	1	
Jahr_+e_sticken	1	
Jahr_+e_ausgeschrieben	1	
Irrsinn_+s_grinsen	1	
Investition_+s_bereiten	1	
Investition_+s_anfragen	1	
Investition_+en_beschädigen	1	
Intrige_+n_spinnen	1	
Intoxikation_+s_trinken	1	
Intoxikation_+s_empfinden	1	
Intimität_+s_empfinden	1	
Interpretation_+s_vergleichen	1	
Interesse_+n_langen	1	
Interesse_+n_bekunden	1	
Integrität_+s_empfinden	1	
Integration_+s_testen	1	
Integration_+s_anstrengen	1	
Instrument_+en_machen	1	
Instruktor_+en_fahren	1	
Institution_+en_denken	1	
Institut_+s_eigen	1	
Instanz_+en_gehen	1	
Inspiration_+s_versagen	1	
Inspektion_+s_eigen	1	
Insignie_+n_schießen	1	
Insel_+n_verbringen	1	
Insekt_+en_pathogen	1	
Insekt_+en_haften	1	
Insekt_+en_befallen	1	
Innovation_+s_streben	1	
Innovation_+s_bemühen	1	
Innovation_+en_wollen	1	
Innenstadt_+=e_veröden	1	
Inland_+s_fügen	1	
Inklusion_+s_begehren	1	
Ingenieur_+s_wirken	1	
Ingenieur_+s_denken	1	
Information_+s_teilen	1	
Information_+s_haschen	1	
Information_+s_gebaren	1	
Information_+s_erhalten	1	
Information_+s_austauschen	1	
Information_+en_finden	1	
Information_+en_auspressen	1	
Info_+s_finden	1	
Induktion_+s_löten	1	
Individualisierung_+s_streben	1	
Impuls_+e_zählen	1	
Immobilie_+n_erwerben	1	
Immobilie_+n_bezogen	1	
Illusion_+s_denken	1	
Illusion_+s_beladen	1	
